토큰,등장연월,len
동아리,"['2013-10', '2015-2', '2015-10', '2017-10', '2018-5', '2018-11', '2019-2', '2019-4', '2019-5', '2019-9', '2019-10', '2019-11', '2020-4', '2020-6', '2020-11', '2021-1', '2021-6']",17
교비,"['2017-7', '2017-8', '2018-1', '2018-10', '2019-3', '2019-7', '2020-2', '2020-5', '2020-6', '2020-7', '2020-8', '2020-12', '2021-6', '2021-7', '2021-8', '2021-11', '2021-12']",17
체육회,"['2019-10', '2019-11', '2019-12', '2020-3', '2020-4', '2020-6', '2020-7', '2020-9', '2020-10', '2020-11', '2020-12', '2021-3', '2021-4', '2021-8', '2021-10', '2021-11', '2021-12']",17
정리,"['2013-6', '2013-10', '2014-4', '2014-8', '2015-1', '2015-10', '2016-1', '2016-11', '2017-2', '2017-11', '2018-11', '2019-2', '2019-5', '2019-7', '2019-8', '2019-12', '2021-1']",17
단기,"['2015-6', '2016-1', '2016-12', '2017-1', '2017-2', '2017-3', '2017-11', '2018-7', '2018-11', '2019-4', '2019-7', '2020-5', '2020-10', '2020-12', '2021-3', '2021-5', '2021-11']",17
고사,"['2015-10', '2015-11', '2017-1', '2018-10', '2018-11', '2019-1', '2019-2', '2019-10', '2019-11', '2020-1', '2020-10', '2020-11', '2020-12', '2021-1', '2021-9', '2021-10', '2021-11']",17
테니스,"['2013-3', '2013-7', '2014-2', '2014-4', '2014-7', '2015-10', '2015-12', '2020-4', '2020-9', '2020-10', '2020-11', '2020-12', '2021-1', '2021-3', '2021-4', '2021-5', '2021-10', '2021-12']",18
중앙,"['2015-11', '2016-11', '2017-6', '2018-1', '2019-5', '2020-5', '2020-6', '2020-9', '2020-11', '2020-12', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11']",18
가스,"['2013-8', '2013-10', '2015-10', '2015-11', '2016-2', '2016-8', '2016-11', '2018-1', '2018-6', '2019-8', '2019-11', '2020-1', '2020-2', '2020-5', '2020-6', '2021-6', '2021-9', '2021-11']",18
학점은행제,"['2013-9', '2014-1', '2014-4', '2015-9', '2018-6', '2018-8', '2018-10', '2019-2', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2019-11', '2020-2', '2020-5', '2021-3', '2021-4']",18
전임,"['2013-9', '2014-5', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2018-2', '2018-3', '2018-4', '2018-11', '2019-8', '2020-2', '2020-8', '2021-2', '2021-3', '2021-8', '2021-9']",18
자동증,"['2013-3', '2013-10', '2016-1', '2018-10', '2018-12', '2019-1', '2019-3', '2019-4', '2019-6', '2019-12', '2020-2', '2020-7', '2020-11', '2020-12', '2021-1', '2021-2', '2021-9', '2021-10']",18
공기청정기,"['2018-5', '2018-9', '2018-12', '2019-1', '2019-2', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-5', '2020-12', '2021-2', '2021-4', '2021-7', '2021-8', '2021-11', '2021-12']",18
기용,"['2013-11', '2018-10', '2018-12', '2019-1', '2019-3', '2019-6', '2019-12', '2020-2', '2020-4', '2020-6', '2020-7', '2020-8', '2020-11', '2020-12', '2021-1', '2021-9', '2021-10', '2021-11']",18
정보,"['2013-11', '2013-12', '2015-4', '2015-10', '2016-4', '2016-12', '2017-1', '2017-2', '2019-5', '2020-12', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-7', '2021-11', '2021-12']",18
전자책,"['2013-11', '2014-12', '2015-10', '2015-11', '2017-12', '2018-1', '2018-2', '2018-8', '2019-4', '2019-7', '2020-1', '2020-4', '2020-5', '2020-10', '2020-11', '2020-12', '2021-1', '2021-10']",18
전형,"['2015-11', '2017-1', '2018-8', '2018-10', '2018-11', '2019-1', '2019-4', '2019-9', '2019-10', '2019-11', '2020-1', '2020-3', '2020-6', '2020-11', '2020-12', '2021-10', '2021-11', '2021-12']",18
영상,"['2013-3', '2013-8', '2013-10', '2014-12', '2015-8', '2016-1', '2016-2', '2016-8', '2017-2', '2017-7', '2018-6', '2019-11', '2020-2', '2020-6', '2020-7', '2020-12', '2021-2', '2021-4']",18
조달,"['2013-3', '2015-5', '2015-11', '2016-4', '2016-5', '2016-7', '2016-8', '2016-9', '2016-10', '2016-12', '2017-2', '2017-3', '2017-4', '2017-9', '2020-2', '2021-2', '2021-4', '2021-11']",18
레이저,"['2013-8', '2015-7', '2015-11', '2016-12', '2017-2', '2017-3', '2017-7', '2017-8', '2018-1', '2018-10', '2018-12', '2019-12', '2020-6', '2020-7', '2020-11', '2020-12', '2021-3', '2021-6']",18
태블릿,"['2013-4', '2013-11', '2014-1', '2014-10', '2015-2', '2015-6', '2015-11', '2017-1', '2018-8', '2018-10', '2019-2', '2019-5', '2019-6', '2020-8', '2020-10', '2020-11', '2021-1', '2021-2', '2021-5']",19
구안,"['2014-5', '2014-9', '2014-11', '2017-8', '2017-9', '2017-10', '2017-11', '2018-2', '2018-4', '2018-8', '2018-9', '2018-11', '2019-2', '2019-4', '2019-7', '2019-8', '2020-2', '2021-2', '2021-8']",19
담소,"['2013-3', '2013-4', '2013-9', '2018-4', '2019-1', '2019-3', '2019-7', '2019-9', '2019-10', '2020-2', '2020-5', '2020-7', '2020-11', '2020-12', '2021-1', '2021-2', '2021-7', '2021-8', '2021-11']",19
현장,"['2013-9', '2014-4', '2015-9', '2016-2', '2016-4', '2016-12', '2018-8', '2019-4', '2019-6', '2019-9', '2019-11', '2020-3', '2020-4', '2020-5', '2020-6', '2021-3', '2021-4', '2021-5', '2021-10']",19
마이크,"['2013-7', '2013-8', '2013-10', '2017-7', '2018-12', '2019-6', '2019-7', '2019-11', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-8', '2021-2', '2021-4', '2021-9', '2021-11', '2021-12']",19
협력,"['2013-3', '2016-2', '2017-8', '2017-12', '2018-11', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-8', '2020-10', '2021-1', '2021-2', '2021-5', '2021-6', '2021-7', '2021-8', '2021-12']",19
부속,"['2018-6', '2018-7', '2018-8', '2018-9', '2018-12', '2019-3', '2019-4', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-3', '2020-4', '2020-5', '2020-10', '2020-11']",19
회의,"['2013-10', '2015-8', '2017-2', '2017-3', '2018-4', '2018-6', '2018-8', '2018-12', '2019-7', '2019-10', '2020-2', '2020-3', '2020-5', '2020-12', '2021-2', '2021-3', '2021-6', '2021-9', '2021-12']",19
약품,"['2013-5', '2013-9', '2014-3', '2017-4', '2018-6', '2019-4', '2019-7', '2019-9', '2019-10', '2020-3', '2020-6', '2020-11', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11']",19
가구,"['2013-3', '2015-9', '2015-10', '2016-1', '2016-3', '2016-5', '2017-1', '2017-2', '2017-9', '2019-1', '2019-2', '2019-6', '2019-8', '2019-9', '2020-1', '2020-2', '2020-12', '2021-4', '2021-6']",19
비자,"['2018-7', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-6']",19
봉사,"['2013-8', '2014-3', '2016-6', '2018-7', '2018-11', '2019-2', '2019-3', '2019-4', '2019-5', '2019-11', '2020-3', '2020-4', '2020-5', '2020-6', '2020-7', '2020-9', '2020-10', '2020-12', '2021-2']",19
보드,"['2013-9', '2015-6', '2015-10', '2015-12', '2016-2', '2017-8', '2019-2', '2019-6', '2019-8', '2019-12', '2020-2', '2020-5', '2020-8', '2020-9', '2021-2', '2021-3', '2021-7', '2021-8', '2021-11']",19
연간,"['2013-4', '2014-4', '2015-3', '2015-5', '2016-2', '2016-5', '2016-11', '2016-12', '2017-1', '2017-2', '2017-5', '2017-6', '2017-7', '2018-6', '2018-11', '2019-2', '2019-12', '2020-2', '2020-5']",19
냉장고,"['2013-11', '2017-2', '2017-6', '2017-10', '2018-7', '2018-8', '2019-1', '2019-2', '2019-5', '2019-7', '2019-8', '2019-9', '2019-12', '2020-2', '2020-11', '2021-3', '2021-6', '2021-7', '2021-8', '2021-10']",20
도시,"['2013-3', '2013-4', '2013-5', '2013-6', '2013-10', '2013-12', '2014-1', '2014-10', '2015-1', '2015-9', '2016-2', '2017-1', '2017-9', '2017-10', '2019-10', '2020-12', '2021-1', '2021-5', '2021-6', '2021-11']",20
게스트하우스,"['2013-11', '2013-12', '2014-1', '2015-6', '2016-7', '2018-9', '2018-11', '2019-2', '2019-3', '2019-4', '2019-7', '2019-10', '2019-11', '2020-1', '2020-7', '2020-9', '2020-11', '2021-3', '2021-4', '2021-5']",20
필터,"['2013-2', '2013-5', '2014-4', '2015-11', '2016-6', '2018-7', '2018-11', '2019-1', '2019-4', '2019-5', '2019-11', '2019-12', '2020-2', '2020-5', '2020-8', '2021-2', '2021-3', '2021-4', '2021-6', '2021-12']",20
교탁,"['2013-4', '2013-7', '2013-9', '2014-12', '2015-2', '2015-3', '2015-4', '2015-7', '2016-3', '2016-12', '2017-1', '2017-6', '2017-11', '2018-1', '2018-11', '2019-9', '2020-1', '2020-2', '2020-6', '2020-11']",20
사물함,"['2013-3', '2014-1', '2014-3', '2014-5', '2014-6', '2014-9', '2015-1', '2015-2', '2015-8', '2016-1', '2016-2', '2016-12', '2017-1', '2017-2', '2017-3', '2017-4', '2017-8', '2020-9', '2021-2', '2021-3']",20
서버,"['2013-2', '2013-4', '2013-9', '2013-10', '2014-2', '2014-12', '2016-1', '2017-1', '2017-9', '2017-12', '2018-1', '2018-2', '2018-9', '2018-10', '2018-11', '2019-6', '2019-7', '2020-2', '2020-10', '2021-10']",20
통합,"['2014-5', '2016-1', '2017-1', '2019-1', '2019-2', '2019-3', '2019-6', '2019-7', '2019-9', '2019-11', '2020-1', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-5', '2021-10', '2021-12']",20
임용,"['2013-8', '2014-2', '2017-2', '2017-3', '2017-8', '2017-9', '2017-10', '2018-2', '2018-3', '2018-8', '2019-8', '2019-9', '2019-12', '2020-2', '2020-4', '2020-8', '2021-2', '2021-3', '2021-8', '2021-9']",20
복지,"['2014-5', '2017-8', '2017-9', '2017-10', '2017-11', '2018-2', '2018-7', '2018-8', '2018-9', '2018-11', '2019-2', '2019-3', '2019-4', '2019-7', '2019-8', '2020-2', '2021-2', '2021-6', '2021-7', '2021-8']",20
분석,"['2013-7', '2013-9', '2013-11', '2014-8', '2014-12', '2015-3', '2016-2', '2016-4', '2016-11', '2016-12', '2017-7', '2017-8', '2017-9', '2018-4', '2018-7', '2018-9', '2019-5', '2019-9', '2020-1', '2020-3', '2020-5']",21
준비,"['2013-4', '2018-7', '2018-11', '2018-12', '2019-2', '2019-3', '2019-4', '2019-7', '2019-11', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-8', '2020-10', '2020-12', '2021-2', '2021-6', '2021-9']",21
입시,"['2017-1', '2018-8', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-4', '2019-6', '2019-9', '2019-10', '2019-12', '2020-1', '2020-2', '2020-4', '2020-11', '2021-1', '2021-2', '2021-4', '2021-10', '2021-11']",21
연구원,"['2016-6', '2017-1', '2018-5', '2018-7', '2018-8', '2018-10', '2019-1', '2019-2', '2019-3', '2019-5', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-7', '2021-3', '2021-6', '2021-11']",21
일문,"['2019-6', '2019-7', '2019-8', '2019-11', '2019-12', '2020-2', '2020-3', '2020-4', '2020-5', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-7', '2021-8']",21
모집,"['2013-12', '2015-10', '2015-11', '2017-1', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-10', '2019-11', '2019-12', '2020-1', '2020-10', '2020-11', '2020-12', '2021-1', '2021-8', '2021-9', '2021-10', '2021-11']",21
상담,"['2016-1', '2018-8', '2018-9', '2018-12', '2019-1', '2019-3', '2019-5', '2019-9', '2019-12', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-8', '2020-10', '2020-11', '2020-12', '2021-1', '2021-7', '2021-9']",21
교체,"['2014-2', '2014-4', '2015-4', '2015-7', '2015-9', '2016-1', '2016-3', '2016-11', '2017-2', '2018-1', '2018-2', '2018-10', '2018-11', '2019-1', '2019-2', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-11']",21
용비,"['2019-3', '2019-4', '2019-6', '2019-8', '2019-10', '2019-11', '2019-12', '2020-1', '2020-5', '2020-6', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-5', '2021-6', '2021-11', '2021-12']",21
배드민턴,"['2013-3', '2013-5', '2013-10', '2014-2', '2014-4', '2014-9', '2014-10', '2015-8', '2015-9', '2015-11', '2015-12', '2016-9', '2018-9', '2018-12', '2019-10', '2019-11', '2019-12', '2020-4', '2020-7', '2021-1', '2021-12']",21
총학생회,"['2014-1', '2014-5', '2015-9', '2015-12', '2017-11', '2018-7', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-9', '2019-10', '2020-1', '2020-2', '2020-7', '2020-9', '2020-11', '2021-1', '2021-2', '2021-11']",21
제어,"['2013-2', '2013-10', '2016-11', '2017-8', '2018-1', '2018-2', '2019-5', '2019-10', '2020-1', '2020-5', '2020-6', '2020-9', '2020-11', '2020-12', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-8', '2021-10', '2021-11']",22
무선,"['2013-7', '2013-8', '2013-11', '2014-1', '2014-2', '2016-12', '2018-6', '2018-7', '2018-9', '2018-12', '2019-1', '2019-6', '2019-8', '2019-10', '2019-11', '2020-2', '2020-6', '2020-8', '2020-11', '2021-2', '2021-4', '2021-11']",22
일어,"['2014-8', '2019-6', '2019-7', '2019-8', '2019-11', '2019-12', '2020-2', '2020-3', '2020-4', '2020-5', '2020-7', '2020-8', '2020-10', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-7', '2021-8']",22
전략,"['2013-8', '2018-6', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-9', '2020-1', '2020-2', '2020-4', '2020-7', '2020-8', '2020-9', '2020-12', '2021-2', '2021-4', '2021-5', '2021-7', '2021-8', '2021-12']",22
청소,"['2013-9', '2013-11', '2014-2', '2015-4', '2016-2', '2017-3', '2018-8', '2018-10', '2019-2', '2019-3', '2019-4', '2019-10', '2020-2', '2020-8', '2020-10', '2020-11', '2021-1', '2021-3', '2021-4', '2021-6', '2021-8', '2021-12']",22
발급,"['2013-3', '2013-10', '2013-11', '2016-11', '2017-1', '2018-7', '2018-10', '2018-12', '2019-1', '2019-3', '2019-4', '2019-6', '2019-12', '2020-2', '2020-5', '2020-7', '2020-11', '2020-12', '2021-1', '2021-2', '2021-9', '2021-10']",22
취업,"['2013-4', '2014-1', '2014-2', '2015-2', '2015-3', '2017-2', '2017-6', '2018-9', '2019-5', '2019-7', '2019-9', '2019-12', '2020-1', '2020-2', '2020-5', '2020-10', '2020-12', '2021-1', '2021-6', '2021-8', '2021-11', '2021-12']",22
상품권,"['2013-5', '2013-6', '2013-11', '2013-12', '2014-1', '2014-5', '2014-6', '2014-11', '2014-12', '2015-1', '2015-4', '2015-5', '2015-6', '2016-8', '2017-5', '2018-4', '2019-4', '2019-10', '2020-7', '2020-8', '2020-9', '2020-10', '2020-11']",23
한국어,"['2017-1', '2017-2', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3']",23
간식,"['2013-10', '2014-4', '2014-6', '2015-4', '2015-6', '2015-10', '2015-11', '2015-12', '2018-8', '2018-10', '2018-12', '2019-4', '2019-5', '2019-10', '2019-11', '2020-1', '2020-10', '2020-11', '2020-12', '2021-4', '2021-5', '2021-10', '2021-12']",23
학술원,"['2015-1', '2015-11', '2016-3', '2016-7', '2016-10', '2017-1', '2017-7', '2017-8', '2017-11', '2018-8', '2019-1', '2019-2', '2019-4', '2019-6', '2019-7', '2019-10', '2020-1', '2020-2', '2020-11', '2021-1', '2021-2', '2021-4', '2021-12']",23
책상,"['2013-3', '2015-10', '2016-4', '2016-11', '2016-12', '2017-3', '2018-1', '2018-3', '2018-8', '2018-9', '2019-2', '2019-3', '2019-5', '2019-6', '2019-10', '2019-11', '2019-12', '2020-2', '2020-5', '2020-10', '2021-3', '2021-8', '2021-9']",23
학당,"['2017-1', '2017-2', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-3']",23
명함,"['2018-6', '2018-7', '2018-8', '2018-12', '2019-2', '2019-3', '2019-4', '2019-7', '2019-9', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-5', '2020-7', '2020-8', '2020-9', '2021-1', '2021-4', '2021-6', '2021-11', '2021-12']",23
상품,"['2013-2', '2013-12', '2014-1', '2014-8', '2015-2', '2015-12', '2016-2', '2017-2', '2018-1', '2018-9', '2018-12', '2019-1', '2019-2', '2019-10', '2019-12', '2020-2', '2020-7', '2020-9', '2020-11', '2020-12', '2021-2', '2021-9', '2021-11', '2021-12']",24
과정,"['2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-8', '2021-6', '2021-11']",24
글로벌,"['2016-12', '2017-1', '2017-2', '2017-9', '2017-10', '2018-1', '2018-6', '2018-7', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-5', '2019-6', '2019-7', '2019-12', '2020-1', '2020-2', '2020-7', '2020-8']",24
평가,"['2013-11', '2014-1', '2014-2', '2018-5', '2018-7', '2018-9', '2019-2', '2019-3', '2019-5', '2019-7', '2019-8', '2019-9', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-6', '2020-7', '2020-8', '2020-12', '2021-1', '2021-2', '2021-7']",24
교무,"['2016-12', '2017-1', '2017-10', '2018-7', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-12', '2020-2', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-4', '2021-6', '2021-9', '2021-10', '2021-11']",25
사회,"['2013-5', '2013-8', '2014-3', '2016-8', '2017-10', '2018-7', '2018-8', '2018-11', '2019-2', '2019-3', '2019-4', '2019-5', '2019-11', '2019-12', '2020-2', '2020-4', '2020-5', '2020-6', '2020-7', '2020-9', '2020-10', '2020-12', '2021-2', '2021-4', '2021-11']",25
물류,"['2013-12', '2016-2', '2016-4', '2016-11', '2017-2', '2017-3', '2017-4', '2017-9', '2018-2', '2019-1', '2019-7', '2019-9', '2019-11', '2020-6', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-8', '2021-9', '2021-11']",25
유지,"['2014-1', '2015-1', '2015-3', '2016-1', '2016-3', '2016-12', '2017-1', '2017-4', '2017-6', '2017-11', '2018-2', '2018-11', '2019-2', '2019-5', '2019-9', '2019-12', '2020-6', '2020-8', '2020-11', '2021-1', '2021-2', '2021-4', '2021-5', '2021-6', '2021-12']",25
공간,"['2015-7', '2015-8', '2015-12', '2016-7', '2017-4', '2017-5', '2017-10', '2017-11', '2018-2', '2018-8', '2018-9', '2019-1', '2019-2', '2019-3', '2019-7', '2020-1', '2020-2', '2020-3', '2020-8', '2020-11', '2020-12', '2021-1', '2021-2', '2021-6', '2021-9', '2021-12']",26
인력,"['2017-2', '2017-3', '2018-10', '2018-11', '2018-12', '2019-1', '2019-2', '2019-4', '2019-5', '2019-7', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-7', '2020-11', '2020-12', '2021-2', '2021-4', '2021-5', '2021-7', '2021-8', '2021-9', '2021-11', '2021-12']",26
직원,"['2016-12', '2017-5', '2018-3', '2018-4', '2018-5', '2018-6', '2018-7', '2018-8', '2018-9', '2018-12', '2019-2', '2019-3', '2019-4', '2019-5', '2019-6', '2019-7', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-4', '2020-5', '2020-6', '2020-7', '2021-11']",26
부품,"['2013-7', '2013-10', '2014-2', '2014-4', '2015-3', '2015-11', '2016-1', '2016-3', '2016-11', '2017-1', '2018-1', '2018-9', '2018-10', '2018-11', '2019-2', '2019-5', '2019-6', '2019-8', '2019-9', '2019-12', '2020-3', '2020-4', '2020-6', '2020-11', '2021-2', '2021-3']",26
테이블,"['2015-8', '2015-10', '2015-11', '2017-2', '2017-10', '2018-2', '2018-3', '2018-4', '2018-6', '2018-7', '2018-8', '2018-9', '2018-12', '2019-1', '2019-2', '2019-7', '2020-1', '2020-2', '2020-5', '2020-6', '2021-4', '2021-6', '2021-8', '2021-9', '2021-10', '2021-12']",26
공학,"['2013-4', '2013-5', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2014-7', '2014-8', '2014-10', '2015-1', '2015-5', '2015-6', '2015-7', '2015-9', '2016-2', '2016-4', '2017-1', '2018-8', '2019-2', '2019-6', '2020-6', '2020-9', '2021-6', '2021-9', '2021-12']",26
케이스,"['2015-1', '2015-12', '2016-2', '2017-1', '2017-7', '2017-8', '2018-6', '2018-7', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-3', '2020-4', '2020-5', '2020-6', '2020-8', '2021-1', '2021-5', '2021-7']",26
강의실,"['2013-3', '2013-6', '2013-7', '2014-2', '2014-3', '2014-4', '2015-11', '2016-2', '2016-11', '2017-4', '2017-8', '2017-12', '2018-1', '2018-11', '2018-12', '2019-1', '2019-2', '2019-3', '2019-7', '2019-11', '2020-1', '2020-2', '2021-1', '2021-2', '2021-4', '2021-5']",26
구축,"['2015-7', '2015-8', '2015-10', '2016-1', '2016-2', '2016-6', '2016-7', '2016-8', '2016-12', '2017-2', '2017-5', '2017-7', '2017-8', '2017-9', '2017-10', '2018-6', '2018-11', '2019-1', '2019-8', '2020-1', '2020-2', '2020-7', '2020-11', '2020-12', '2021-1', '2021-2', '2021-9']",27
자치,"['2013-9', '2017-4', '2017-5', '2017-10', '2017-11', '2018-6', '2018-8', '2018-9', '2018-10', '2018-11', '2018-12', '2019-2', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-11', '2019-12', '2020-2', '2020-3', '2020-11', '2020-12', '2021-2', '2021-6', '2021-12']",27
학사,"['2013-6', '2013-11', '2014-1', '2014-5', '2014-12', '2018-7', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-3', '2019-4', '2019-6', '2019-9', '2019-10', '2019-12', '2020-2', '2020-7', '2020-8', '2020-11', '2020-12', '2021-1', '2021-4', '2021-8', '2021-9', '2021-10', '2021-11']",28
도서,"['2013-12', '2014-1', '2016-2', '2018-1', '2018-2', '2018-3', '2018-4', '2018-6', '2019-1', '2019-4', '2019-5', '2019-6', '2019-8', '2019-9', '2019-10', '2019-12', '2020-1', '2020-2', '2020-5', '2020-6', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-6', '2021-11', '2021-12']",28
장치,"['2013-3', '2013-5', '2013-10', '2013-12', '2014-4', '2015-6', '2015-8', '2015-10', '2015-11', '2016-2', '2016-4', '2016-9', '2016-10', '2016-11', '2016-12', '2017-1', '2017-7', '2018-2', '2018-6', '2019-9', '2019-10', '2019-11', '2019-12', '2020-1', '2020-2', '2020-11', '2021-4', '2021-7']",28
카메라,"['2013-9', '2013-10', '2014-10', '2015-1', '2015-5', '2016-2', '2016-4', '2016-11', '2016-12', '2017-1', '2017-7', '2017-10', '2018-1', '2018-3', '2018-6', '2018-9', '2018-10', '2019-2', '2019-6', '2019-7', '2019-8', '2019-9', '2020-2', '2020-4', '2020-8', '2020-10', '2021-4', '2021-7', '2021-10']",29
세트,"['2013-4', '2013-7', '2013-9', '2013-11', '2015-6', '2015-7', '2015-9', '2016-1', '2016-2', '2016-6', '2017-7', '2017-10', '2018-3', '2018-6', '2018-11', '2019-1', '2019-2', '2019-4', '2019-5', '2019-6', '2019-7', '2020-4', '2020-5', '2020-6', '2020-9', '2020-10', '2021-4', '2021-5', '2021-9']",29
안전,"['2013-6', '2014-1', '2014-3', '2014-4', '2015-1', '2015-12', '2016-2', '2016-7', '2016-8', '2016-12', '2017-6', '2017-12', '2018-6', '2019-2', '2019-5', '2019-8', '2019-9', '2019-11', '2020-1', '2020-2', '2020-3', '2020-9', '2020-11', '2021-1', '2021-3', '2021-5', '2021-7', '2021-10', '2021-11']",29
전산,"['2013-6', '2013-11', '2014-5', '2015-7', '2015-10', '2017-1', '2017-9', '2018-9', '2018-11', '2018-12', '2019-1', '2019-5', '2019-7', '2019-8', '2019-10', '2019-11', '2020-2', '2020-5', '2020-6', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-3', '2021-4', '2021-5', '2021-6', '2021-7', '2021-11']",30
축구,"['2013-3', '2013-4', '2013-7', '2013-12', '2014-4', '2014-6', '2014-10', '2014-12', '2015-2', '2015-5', '2015-6', '2016-2', '2016-4', '2018-8', '2018-11', '2019-3', '2019-7', '2019-10', '2019-12', '2020-2', '2020-3', '2020-7', '2020-8', '2020-9', '2020-12', '2021-1', '2021-7', '2021-8', '2021-11', '2021-12']",30
동북아,"['2013-12', '2014-5', '2016-2', '2016-4', '2016-11', '2017-2', '2017-3', '2017-4', '2017-8', '2017-9', '2018-2', '2018-11', '2019-1', '2019-6', '2019-7', '2019-9', '2019-10', '2019-11', '2020-6', '2020-7', '2020-8', '2020-9', '2020-11', '2020-12', '2021-1', '2021-2', '2021-4', '2021-8', '2021-9', '2021-11']",30
개선,"['2013-2', '2013-11', '2014-1', '2015-2', '2015-8', '2016-2', '2016-4', '2017-4', '2017-5', '2017-9', '2018-1', '2018-2', '2018-9', '2018-10', '2018-12', '2019-1', '2019-2', '2019-3', '2019-5', '2019-7', '2019-8', '2019-9', '2019-12', '2020-1', '2020-6', '2020-8', '2020-11', '2021-1', '2021-2', '2021-7']",30
습기,"['2013-3', '2013-5', '2013-6', '2013-7', '2013-9', '2013-10', '2013-11', '2013-12', '2014-1', '2015-5', '2015-6', '2015-8', '2015-9', '2015-10', '2015-11', '2015-12', '2016-1', '2016-4', '2016-5', '2016-6', '2016-7', '2016-8', '2016-10', '2016-12', '2017-8', '2017-9', '2017-11', '2018-2', '2018-10', '2020-10']",30
국제,"['2015-9', '2016-2', '2016-12', '2017-8', '2017-11', '2017-12', '2018-6', '2018-11', '2018-12', '2019-10', '2019-12', '2020-1', '2020-2', '2020-3', '2020-4', '2020-6', '2020-8', '2020-9', '2020-10', '2020-11', '2021-1', '2021-2', '2021-5', '2021-6', '2021-7', '2021-8', '2021-9', '2021-10', '2021-11', '2021-12']",30
집기,"['2013-2', '2013-3', '2013-5', '2013-9', '2013-11', '2014-4', '2016-1', '2016-2', '2017-2', '2017-3', '2017-4', '2017-5', '2017-8', '2017-9', '2018-2', '2018-3', '2018-4', '2018-5', '2018-8', '2018-9', '2019-2', '2019-3', '2019-9', '2019-10', '2020-1', '2020-2', '2020-5', '2020-11', '2020-12', '2021-1']",30
